customer_id,age,gender,subscription_type,tenure_months,monthly_spend,support_tickets,avg_session_time,customer_feedback,churn
84672319.0,26.0,M,Basic,1.0,15.0,6.0,12.0,Disappointing experience overall.,1.0
49263815.0,38.0,F,Standard,8.0,80.0,4.0,35.0,Good but could use improvements.,0.0
85793462.0,21.0,M,Premium,3.0,165.0,5.0,54.0,Really excellent quality!,1.0
21049387.0,33.0,F,Basic,4.0,18.0,0.0,11.0,Not engaging enough for me.,1.0
90418053.0,47.0,M,Standard,10.0,100.7,11.0,40.0,"Mediocre, expected more.",1.0
12048596.0,51.0,F,Premium,24.0,180.0,1.0,85.0,"Fantastic, will recommend to friends!",0.0
30819456.0,27.0,M,Basic,2.0,25.0,9.0,20.5,I need to cancel soon.,1.0
77459683.0,36.0,F,Standard,19.0,110.0,2.0,65.0,Solid choice for streaming.,0.0
44858120.0,38.0,M,Basic,6.0,28.0,18.0,30.0,Could improve customer service.,1.0
23649517.0,29.0,M,Premium,21.0,175.5,1.0,73.0,Best value for the cost!,0.0
48571230.0,45.0,F,Standard,11.0,85.0,3.0,55.0,"It does the job, no complaints.",0.0
34298157.0,22.0,M,Basic,1.0,14.99,0.0,10.0,Not worth it for me.,1.0
76529041.0,39.0,F,Premium,13.0,150.0,0.0,95.0,Exceptional service and content!,0.0
47961283.0,34.0,M,Standard,9.0,99.99,6.0,40.0,"Good value, but limited options.",1.0
75289401.0,29.0,F,Basic,4.0,19.0,5.0,12.5,"Unsatisfied, would prefer to leave.",1.0
18627504.0,41.0,M,Premium,25.0,190.0,2.0,80.0,"Absolutely love it, never leaving!",0.0
90837412.0,26.0,F,Standard,3.0,75.0,8.0,45.0,Decent but not impressive enough.,1.0
68234750.0,33.0,M,Basic,1.0,20.0,10.0,15.0,"It's not for me, canceling.",1.0
14857263.0,35.0,F,Premium,18.0,160.0,0.0,72.0,Totally worth every cent!,0.0
27463905.0,24.0,M,Basic,1.0,15.0,3.0,11.0,Might try a different service soon.,1.0
81937462.0,45.0,F,Standard,12.0,90.5,4.0,50.0,Satisfactory service overall.,0.0
50723861.0,37.0,M,Premium,36.0,200.0,0.0,100.0,Love everything about it!,0.0
37295861.0,27.0,F,Basic,6.0,22.0,15.0,10.0,"Not engaging enough, might churn.",1.0
61275830.0,52.0,M,Standard,14.0,78.0,5.0,40.5,Good variety but needs updates.,1.0
83925470.0,40.0,F,Premium,22.0,180.0,2.0,85.0,Highly recommend for everyone!,0.0
46983175.0,20.0,M,Basic,1.0,17.5,9.0,12.0,"Too basic, might let it go.",1.0
94375820.0,31.0,F,Standard,3.0,66.0,7.0,36.0,"Good for starters, but might cancel.",1.0
15748320.0,44.0,M,Basic,2.0,25.0,11.0,20.0,"I'm not satisfied, will leave.",1.0
38482710.0,29.0,M,Premium,23.0,190.0,1.0,98.0,Amazing content and user experience!,0.0
26845370.0,50.0,F,Standard,8.0,95.5,4.0,42.0,"It's okay, could be better.",0.0
72904638.0,34.0,M,Basic,1.0,17.0,2.0,15.5,Not what I signed up for.,1.0
45876214.0,39.0,M,Premium,16.0,165.0,0.0,78.0,"Best decision ever, love it!",0.0
18927653.0,30.0,F,Standard,8.0,74.0,12.0,35.0,"Decent, but can be improved.",1.0
34759215.0,32.0,M,Standard,24.0,75.5,3.0,45.5,"Great service, I love it!",0.0
78322154.0,45.0,F,Premium,36.0,150.0,1.0,75.2,Very satisfied with my subscription.,0.0
65279813.0,29.0,M,Basic,1.0,20.0,10.0,15.0,Not worth the money.,1.0
91384567.0,51.0,F,Standard,8.0,45.9,0.0,60.0,Decent but could be better.,0.0
82467219.0,38.0,M,Premium,12.0,130.75,8.0,80.5,Support is not very helpful.,1.0
27493584.0,22.0,F,Basic,2.0,18.5,6.0,20.0,I don’t think I’ll continue.,1.0
19482736.0,41.0,M,Premium,48.0,199.99,1.0,90.3,Best investment I've made!,0.0
66819457.0,30.0,F,Standard,3.0,49.99,15.0,30.5,Too many issues lately.,1.0
40572891.0,34.0,M,Basic,5.0,22.0,2.0,25.0,"It's okay, I might leave.",1.0
57018632.0,60.0,F,Premium,18.0,170.0,0.0,100.2,Absolutely love this service.,0.0
86349215.0,27.0,M,Basic,8.0,15.0,12.0,10.0,Not enough features for me.,1.0
23075489.0,39.0,F,Standard,30.0,85.0,5.0,50.0,Good value for my money.,0.0
19467285.0,47.0,M,Standard,4.0,65.0,7.0,35.5,"Fairly good, but could be better.",1.0
79238416.0,23.0,F,Basic,3.0,18.0,9.0,20.0,It’s just not working for me.,1.0
57123698.0,35.0,M,Premium,12.0,145.5,2.0,60.2,Really great user experience!,0.0
85492731.0,44.0,F,Basic,2.0,25.0,16.0,12.0,"Too many bugs, not impressed.",1.0
63217895.0,50.0,M,Standard,16.0,90.0,1.0,70.5,Reliable service most of the time.,0.0
90247361.0,28.0,F,Basic,9.0,10.0,3.0,15.0,Very basic and not exciting.,1.0
28735690.0,39.0,M,Premium,20.0,160.0,0.0,85.0,Highly recommend to others!,0.0
31786425.0,24.0,F,Standard,1.0,45.0,7.0,40.0,I expected more features.,1.0
65412387.0,53.0,M,Premium,28.0,180.0,1.0,110.0,Excellent support and services.,0.0
87654312.0,31.0,F,Basic,7.0,12.0,4.0,15.5,Not really what I wanted.,1.0
20456279.0,37.0,M,Standard,19.0,64.5,3.0,55.0,Satisfactory but not outstanding.,0.0
19871234.0,26.0,F,Basic,3.0,22.0,9.0,25.0,Thinking of cancelling my plan.,1.0
56218374.0,48.0,M,Premium,27.0,175.0,1.0,95.0,"Fantastic service, love it!",0.0
43782015.0,36.0,F,Standard,4.0,55.0,5.0,50.0,Could use more updates and features.,1.0
68291473.0,29.0,M,Basic,2.0,15.5,18.0,22.0,I want to cancel my subscription.,1.0
75106239.0,33.0,F,Standard,15.0,78.0,0.0,65.0,Very reliable service overall.,0.0
87459621.0,20.0,M,Basic,6.0,20.0,7.0,15.5,"Not impressed, customer service lacks.",1.0
32948576.0,41.0,F,Premium,39.0,195.0,0.0,120.0,Best service I've ever used!,0.0
51027843.0,52.0,M,Standard,14.0,72.5,6.0,55.0,"Okay, could be improved.",1.0
61029485.0,34.0,F,Basic,5.0,19.99,11.0,35.0,I did not find it helpful.,1.0
48572390.0,45.0,M,Premium,25.0,150.0,1.0,75.0,Excellent content and features.,0.0
29874561.0,22.0,F,Basic,2.0,17.0,12.0,18.0,Not meeting my expectations.,1.0
18094327.0,31.0,M,Standard,11.0,49.99,4.0,50.0,Satisfactory but nothing special.,0.0
49203718.0,27.0,F,Premium,30.0,190.0,2.0,100.0,Absolutely love this service!,0.0
36582914.0,39.0,M,Basic,8.0,14.0,16.0,20.0,I am very disappointed.,1.0
75482016.0,47.0,F,Standard,19.0,83.5,0.0,70.0,Good enough for my needs.,0.0
82549372.0,28.0,M,Basic,4.0,16.5,10.0,30.0,Could be much better.,1.0
43120158.0,60.0,F,Premium,15.0,170.0,1.0,80.5,Totally worth it!,0.0
67248059.0,34.0,M,Standard,7.0,55.0,8.0,45.0,"OK, but not worth it.",1.0
83754290.0,29.0,F,Basic,3.0,20.0,14.0,10.0,Not intuitive and confusing.,1.0
12345678.0,25.0,M,Standard,2.0,49.99,8.0,45.5,Not happy with the service quality,1.0
23456789.0,34.0,F,Premium,15.0,99.99,1.0,90.0,Love the content and features,0.0
34567890.0,29.0,M,Basic,1.0,15.0,3.0,20.0,Too basic for my needs,1.0
45678901.0,45.0,F,Premium,36.0,179.99,0.0,110.0,Best service I've ever used,0.0
56789012.0,53.0,M,Standard,4.0,65.5,12.0,55.0,"Good, but could be better",1.0
67890123.0,31.0,F,Basic,6.0,30.0,9.0,30.0,Not worth the money,1.0
78901234.0,22.0,M,Premium,1.0,150.0,2.0,75.0,"Awesome features, highly recommended",0.0
89012345.0,38.0,F,Standard,12.0,55.0,1.0,50.0,"Satisfactory, but a bit slow",0.0
90123456.0,41.0,M,Basic,8.0,20.0,7.0,25.5,Not enough variety in content,1.0
11223344.0,24.0,F,Premium,3.0,120.0,0.0,80.0,I really enjoy it,0.0
22334455.0,50.0,M,Standard,20.0,40.0,15.0,70.0,The service has degraded lately,1.0
33445566.0,27.0,F,Basic,4.0,18.0,10.0,40.0,Too many ads unfortunately,1.0
44556677.0,30.0,M,Premium,5.0,110.0,2.0,85.0,Fantastic value for money,0.0
55667788.0,37.0,F,Standard,1.0,60.0,6.0,35.0,Disappointed with customer support,1.0
66778899.0,43.0,M,Basic,9.0,25.5,12.0,20.0,Could use more features,1.0
77889900.0,19.0,F,Premium,2.0,135.0,0.0,95.0,Great experience overall,0.0
88990011.0,48.0,M,Standard,3.0,50.0,5.0,30.0,"It’s okay, but nothing special",1.0
99001122.0,36.0,F,Basic,7.0,22.5,8.0,15.0,Service isn't as expected,1.0
10111213.0,32.0,M,Premium,11.0,125.0,1.0,83.0,Absolutely love the variety,0.0
12131415.0,29.0,F,Standard,5.0,70.0,4.0,42.0,Content is lacking at times,1.0
13141516.0,40.0,M,Basic,14.0,17.5,11.0,18.0,Not user-friendly enough,1.0
14151617.0,26.0,F,Premium,10.0,150.0,0.0,100.0,Amazing service!,0.0
15161718.0,39.0,M,Standard,3.0,45.0,13.0,36.0,Customer service needs improvement,1.0
16171819.0,21.0,F,Basic,2.0,19.99,9.0,10.0,Not really worth it,1.0
17181920.0,33.0,M,Premium,7.0,140.0,2.0,92.5,Best app I've used!,0.0
18192021.0,47.0,F,Standard,1.0,55.0,0.0,22.0,"It's just okay, nothing exciting",1.0
19102122.0,35.0,M,Basic,12.0,21.5,14.0,15.0,Need more content types,1.0
20212223.0,28.0,F,Premium,13.0,160.0,1.0,65.0,Superb quality and value,0.0
21222324.0,46.0,M,Standard,4.0,75.0,7.0,48.0,Sometimes confusing to navigate,1.0
22232425.0,38.0,F,Basic,15.0,15.0,5.0,30.0,Not enough updates!,1.0
23242526.0,23.0,M,Premium,6.0,130.0,2.0,78.0,Really enjoying the upgrade,0.0
24252627.0,30.0,F,Standard,10.0,62.5,3.0,35.0,Good enough for casual use,0.0
25262728.0,52.0,M,Basic,8.0,29.99,11.0,20.0,Basic level of service,1.0
26272829.0,34.0,F,Premium,17.0,115.0,0.0,85.0,Extremely satisfied with the service,0.0
27282930.0,20.0,M,Standard,1.0,50.0,8.0,40.0,Just wanted something better,1.0
28293031.0,41.0,F,Basic,19.0,23.0,12.0,15.0,Too limited in options,1.0
29303132.0,29.0,M,Premium,14.0,145.0,1.0,88.0,Best decision ever!,0.0
30313233.0,37.0,F,Standard,3.0,40.0,6.0,22.0,Could be more engaging,1.0
31323334.0,45.0,M,Basic,5.0,16.5,10.0,25.0,Not enough variety in shows,1.0
32343536.0,24.0,F,Premium,2.0,155.0,1.0,95.0,Content is top-notch!,0.0
33343536.0,51.0,M,Standard,12.0,58.0,9.0,48.0,Decent service overall,1.0
34353637.0,30.0,F,Basic,18.0,13.99,8.0,20.0,Was hoping for more,1.0
78451237.0,23.0,F,Premium,2.0,150.5,2.0,45.7,"I love the service, but it's a bit pricey.",1.0
36125698.0,45.0,F,Premium,25.0,199.9,0.0,100.0,"Fantastic service, very satisfied!",0.0
12648793.0,29.0,M,Basic,5.0,35.0,10.0,15.6,"Too many glitches, needs improvement.",1.0
84736541.0,53.0,F,Standard,12.0,90.0,3.0,25.2,Decent but could be better.,0.0
49526317.0,62.0,M,Basic,6.0,20.0,7.0,20.8,Just not useful enough for me.,1.0
17289406.0,39.0,F,Premium,15.0,180.0,1.0,60.0,Excellent features! Highly recommend.,0.0
62957834.0,21.0,M,Standard,2.0,89.99,8.0,12.3,"So many issues, I am frustrated.",1.0
68301429.0,44.0,F,Basic,18.0,24.99,5.0,55.4,"It's cheap, but not very engaging.",1.0
50287416.0,37.0,M,Premium,22.0,200.0,0.0,70.0,Worth every cent! Love it.,0.0
25478961.0,19.0,F,Standard,1.0,50.0,11.0,15.9,I expected more from this service.,1.0
31298745.0,30.0,M,Basic,20.0,30.0,0.0,40.5,"It’s okay, nothing special.",0.0
67894512.0,26.0,F,Premium,3.0,169.99,6.0,35.0,Great concept but poor execution.,1.0
84237894.0,31.0,M,Standard,11.0,80.0,2.0,20.1,Satisfactory service but limited options.,0.0
32457890.0,28.0,F,Basic,7.0,15.0,12.0,30.6,Support takes too long to respond.,1.0
56982347.0,54.0,M,Premium,4.0,190.0,1.0,55.0,Incredible content! Love it.,0.0
28374615.0,48.0,F,Standard,2.0,68.75,3.0,28.2,Good experience but can be annoying.,1.0
74859612.0,41.0,M,Basic,19.0,40.0,4.0,15.2,It's lacking depth and variety.,1.0
57283967.0,22.0,F,Standard,15.0,78.99,0.0,50.0,"Overall, a nice service to use.",0.0
61924853.0,35.0,M,Basic,10.0,25.0,7.0,22.8,The service doesn't meet my needs.,1.0
88564438.0,27.0,F,Premium,1.0,155.0,9.0,10.0,Really disappointed with this.,1.0
45682097.0,46.0,M,Standard,13.0,95.0,2.0,33.5,"Just what I needed, very handy.",0.0
92734561.0,34.0,F,Basic,3.0,30.0,15.0,18.4,I’m not happy with my experience.,1.0
12345678.0,39.0,M,Premium,21.0,199.99,0.0,75.2,"Top-notch service, worth the price!",0.0
25687941.0,50.0,F,Standard,5.0,72.5,3.0,45.5,"Okay, but I found better options.",1.0
67891423.0,29.0,M,Basic,12.0,29.99,10.0,12.0,Not good enough for me anymore.,1.0
51247826.0,44.0,F,Premium,20.0,185.0,0.0,80.3,"Extremely satisfied, will continue!",0.0
23165487.0,18.0,M,Standard,4.0,55.0,8.0,20.9,It has potential but needs work.,1.0
19762453.0,58.0,F,Basic,23.0,15.0,5.0,30.9,I like it but not thrilled.,0.0
90348712.0,32.0,M,Premium,11.0,175.0,1.0,50.1,"Excellent overall, would recommend!",0.0
75648339.0,25.0,F,Basic,3.0,28.5,12.0,15.7,Not sure if I'll stick around much longer.,1.0
18627459.0,30.0,M,Standard,16.0,60.0,2.0,35.6,"Pretty solid service, happy with it.",0.0
21589734.0,49.0,F,Premium,10.0,200.0,0.0,65.0,Unbeatable value for the features!,0.0
84452139.0,37.0,M,Basic,19.0,45.0,9.0,26.2,"Could be better, I'm considering leaving.",1.0
11984632.0,62.0,F,Standard,8.0,80.0,14.0,36.8,"It's fine, but not engaging enough.",1.0
63327104.0,20.0,M,Premium,33.0,160.0,1.0,40.0,"Absolutely love it, can't leave!",0.0
48201957.0,30.0,F,Basic,2.0,20.0,16.0,12.5,"Not satisfying, looking for alternatives.",1.0
74385610.0,55.0,M,Premium,1.0,150.0,5.0,70.4,"Fantastic experience, will recommend!",0.0
42317856.0,34.0,F,Premium,12.0,150.0,1.0,45.2,"Great service, happy to continue",0.0
77103624.0,23.0,M,Standard,2.0,45.5,8.0,20.0,Not satisfied with the current plan,1.0
85910273.0,41.0,F,Basic,6.0,25.0,0.0,30.0,Could be better with more features,0.0
39581647.0,29.0,M,Premium,15.0,180.75,2.0,50.0,"Absolutely love it, highly recommend",0.0
21657432.0,38.0,F,Basic,1.0,18.99,9.0,15.5,Not worth the money for me,1.0
74023625.0,44.0,M,Standard,24.0,75.0,3.0,40.0,Decent service overall,0.0
18437590.0,30.0,F,Premium,36.0,200.0,0.0,60.2,Perfect for my needs,0.0
60491753.0,19.0,M,Basic,3.0,20.0,15.0,25.0,"Too many issues, considering leaving",1.0
39125764.0,52.0,F,Standard,10.0,60.0,4.0,35.0,It's an okay experience,0.0
79040856.0,27.0,M,Premium,4.0,135.0,5.0,55.1,"Love the content, but a bit expensive",0.0
83854721.0,46.0,F,Basic,2.0,15.0,7.0,12.0,"Not impressed, will cut this soon",1.0
98126507.0,55.0,M,Standard,18.0,90.0,1.0,51.0,"Very useful, will keep using",0.0
27641385.0,26.0,F,Basic,3.0,19.99,6.0,10.0,"Limited options, not excited anymore",1.0
66501428.0,32.0,M,Premium,45.0,190.0,0.0,80.0,Best subscription I've had,0.0
50274310.0,22.0,F,Basic,1.0,15.0,12.0,20.5,"Frustrating experience, almost done",1.0
84391275.0,39.0,M,Standard,5.0,70.0,3.0,40.0,"Fine service, might stay a bit longer",0.0
13496857.0,48.0,F,Basic,6.0,25.5,14.0,30.0,Customer support is lacking,1.0
26108749.0,31.0,M,Premium,35.0,160.0,0.0,70.0,"Excellent experience, very happy",0.0
59461782.0,28.0,F,Standard,4.0,55.0,11.0,15.0,"Too many bugs, really unhappy",1.0
47235860.0,53.0,M,Basic,8.0,22.0,6.0,25.5,"It's okay, but not great",0.0
79326418.0,30.0,F,Premium,10.0,195.0,1.0,65.0,"Fantastic service, keep it up",0.0
84072519.0,25.0,M,Basic,1.0,18.0,18.0,12.5,"Goodbye, not worth it for me",1.0
25390418.0,45.0,F,Standard,12.0,85.0,2.0,33.0,"Pretty solid, I think I will stay",0.0
18732152.0,37.0,M,Basic,3.0,15.5,9.0,23.0,Very disappointed with the service,1.0
39950287.0,24.0,F,Premium,16.0,140.0,3.0,54.2,"Love everything, great value",0.0
84715360.0,34.0,M,Basic,2.0,19.0,10.0,17.0,"Not what I expected, leaving soon",1.0
65112374.0,29.0,F,Standard,6.0,55.0,4.0,40.5,"It works, but could improve",0.0
21457539.0,50.0,M,Premium,28.0,175.0,0.0,72.0,Best decision ever!,0.0
89172543.0,22.0,F,Basic,1.0,18.5,15.0,10.0,"Terrible experience, totally leaving",1.0
98610354.0,46.0,M,Standard,18.0,80.0,2.0,38.5,"Good, but room for improvement",0.0
12836590.0,39.0,F,Basic,4.0,22.0,8.0,22.0,Not happy with the choices,1.0
54087623.0,35.0,M,Premium,40.0,200.0,0.0,75.0,Incredible service and content,0.0
66981207.0,21.0,F,Standard,3.0,48.0,13.0,14.5,"Not my favorite, will cancel",1.0
40327658.0,38.0,M,Basic,11.0,20.0,3.0,29.0,It's manageable but not great,0.0
80065241.0,54.0,F,Premium,25.0,170.0,2.0,65.0,I love this service!,0.0
58793620.0,28.0,M,Basic,1.0,15.0,14.0,11.0,"Awful service, I’m out",1.0
72614305.0,33.0,F,Standard,10.0,75.0,2.0,35.5,"Decent, but not what I need",0.0
94370568.0,47.0,M,Basic,5.0,22.5,6.0,20.0,"Just okay, nothing special",1.0
12964983.0,30.0,F,Premium,38.0,190.0,0.0,68.0,A pleasure to use every day,0.0
55327804.0,36.0,M,Standard,3.0,50.0,7.0,19.0,"Frequently fails to load, very annoying",1.0
80342039.0,26.0,F,Basic,2.0,16.0,8.0,15.0,Really not satisfied with this,1.0
39207481.0,45.0,M,Premium,29.0,175.0,0.0,78.0,"Premium experience, always happy",0.0
86145027.0,24.0,F,Basic,1.0,10.0,12.0,5.0,"Very disappointing overall, quitting",1.0
83759124.0,34.0,F,Standard,5.0,65.5,2.0,55.3,"Service is okay, not great.",0.0
14267389.0,22.0,M,Basic,2.0,19.99,8.0,25.0,I don't find it useful.,1.0
97021568.0,45.0,F,Premium,24.0,180.0,1.0,75.5,"High quality content, very satisfied.",0.0
54892371.0,29.0,M,Standard,3.0,50.0,10.0,40.0,Could be better in terms of options.,1.0
31457892.0,56.0,F,Premium,18.0,150.0,0.0,90.0,Love it! Highly recommended.,0.0
89671253.0,50.0,M,Standard,1.0,40.0,6.0,30.5,Not worth the money.,1.0
23518176.0,31.0,F,Basic,3.0,15.0,12.0,20.0,"Limited features, not impressed.",1.0
78135429.0,39.0,M,Premium,12.0,200.0,1.0,100.0,Best service available!,0.0
41206785.0,23.0,F,Basic,2.0,25.5,7.0,15.0,"Average service, I'll leave soon.",1.0
68945271.0,47.0,M,Premium,36.0,190.0,0.0,80.5,Fantastic experience overall.,0.0
50793824.0,28.0,F,Standard,4.0,45.0,3.0,50.0,"Mediocre, could be improved.",0.0
98342107.0,35.0,M,Basic,1.0,30.0,5.0,10.5,Not engaging enough for me.,1.0
89531240.0,44.0,F,Premium,32.0,165.0,0.0,110.0,Excellent service and content!,0.0
26458713.0,18.0,M,Basic,2.0,15.0,9.0,20.0,Doesn't meet my expectations.,1.0
87423019.0,53.0,F,Standard,20.0,70.0,4.0,65.2,"Decent service, very reliable.",0.0
93241567.0,40.0,M,Premium,35.0,175.0,0.0,95.0,Superb quality and value.,0.0
56329048.0,22.0,F,Basic,1.0,19.99,14.0,12.0,Not worth the subscription fee.,1.0
11983254.0,36.0,M,Standard,8.0,55.0,6.0,45.0,"It's just okay, nothing special.",0.0
39428176.0,26.0,F,Premium,12.0,190.0,2.0,70.5,Great content but pricey.,0.0
78249123.0,48.0,M,Standard,1.0,25.0,11.0,15.0,"Not impressed, leaving soon.",1.0
30569428.0,30.0,F,Basic,3.0,17.5,10.0,25.1,Could use a lot more features.,1.0
45689021.0,41.0,M,Premium,15.0,200.0,1.0,85.0,Absolutely love everything!,0.0
16790254.0,34.0,F,Basic,2.0,20.0,8.0,18.0,Really not happy with it.,1.0
84127596.0,60.0,M,Standard,22.0,60.0,5.0,60.0,"Content is average, expected more.",0.0
23689541.0,27.0,F,Premium,9.0,170.0,0.0,95.0,"Top-notch service, very enjoyable.",0.0
64859207.0,19.0,M,Basic,1.0,15.0,9.0,14.0,Very disappointing so far.,1.0
75301984.0,38.0,F,Standard,4.0,55.0,3.0,40.5,"Okay, could be improved.",0.0
92710435.0,43.0,M,Premium,26.0,160.0,0.0,100.0,Thrilled with the quality here!,0.0
80876394.0,21.0,F,Basic,2.0,21.0,7.0,23.0,It's not what I thought.,1.0
38461029.0,55.0,M,Standard,7.0,50.0,3.0,57.4,Service is good but not great.,0.0
29243106.0,24.0,F,Premium,30.0,185.0,1.0,78.0,Excellent choice for entertainment!,0.0
41827395.0,32.0,M,Basic,1.0,25.0,8.0,19.1,Not really engaging at all.,1.0
58469012.0,29.0,F,Standard,4.0,48.5,6.0,45.0,Satisfactory but needs variety.,0.0
10529384.0,36.0,M,Premium,12.0,195.0,2.0,85.0,Best decision I've made!,0.0
13786420.0,42.0,F,Basic,1.0,18.0,9.0,15.5,"Really bad service, very unhappy.",1.0
65237145.0,39.0,M,Standard,19.0,70.0,4.0,50.0,Good value for money.,0.0
49561083.0,30.0,F,Premium,38.0,200.0,1.0,90.0,"Quality is unmatched, simply the best!",0.0
72684302.0,26.0,M,Basic,3.0,22.0,7.0,22.5,"Nothing special, likely to cancel.",1.0
71039584.0,33.0,F,Basic,2.0,15.5,11.0,17.0,"Not impressed, won't renew.",1.0
90321267.0,49.0,M,Standard,20.0,65.0,0.0,67.5,"Service is decent, no complaints.",0.0
36758941.0,19.0,F,Basic,1.0,18.0,10.0,12.0,Not working for me at all.,1.0
83927164.0,34.0,M,Standard,12.0,75.5,2.0,45.3,Really enjoy using this service!,0.0
45361829.0,22.0,F,Premium,2.0,199.99,1.0,100.5,Great value for money!,0.0
19283746.0,45.0,M,Basic,36.0,35.0,0.0,25.0,Content could be better.,1.0
72815839.0,29.0,F,Standard,5.0,55.5,9.0,30.0,"Not what I expected, very disappointed.",1.0
98324675.0,39.0,M,Premium,24.0,150.0,3.0,75.0,"Excellent service, highly recommend!",0.0
37482901.0,50.0,F,Basic,8.0,25.5,5.0,15.0,I had better experiences elsewhere.,1.0
65784129.0,27.0,M,Premium,18.0,199.0,0.0,90.0,Satisfactory but needs more features.,0.0
22286374.0,19.0,F,Basic,2.0,20.0,10.0,20.0,"Not enough content, might leave.",1.0
84219573.0,33.0,M,Standard,15.0,80.0,7.0,50.0,Average experience overall.,1.0
82736491.0,26.0,F,Premium,3.0,185.0,1.0,110.0,Really love this service!,0.0
64218375.0,38.0,M,Basic,20.0,29.0,0.0,10.0,Not worth the price.,1.0
45673219.0,31.0,F,Standard,11.0,69.99,4.0,40.5,"Pretty good service, I’m happy.",0.0
91827365.0,41.0,M,Premium,29.0,199.99,2.0,95.0,Always enjoy my sessions here.,0.0
34567812.0,24.0,F,Basic,1.0,15.0,12.0,12.0,Too basic for my needs.,1.0
67452391.0,55.0,M,Standard,6.0,49.99,6.0,20.0,"Service is okay, nothing special.",1.0
78923457.0,30.0,F,Premium,14.0,150.0,3.0,80.0,User-friendly and enjoyable!,0.0
51487203.0,57.0,M,Basic,4.0,28.0,15.0,15.0,"Not engaging, I am thinking to quit.",1.0
83947125.0,46.0,F,Standard,22.0,90.0,1.0,75.6,"Decent value, could improve.",0.0
97364128.0,21.0,M,Premium,2.0,199.0,0.0,105.0,"Fantastic service, love it!",0.0
86543279.0,39.0,F,Basic,3.0,30.0,9.0,18.0,Customer support is lacking.,1.0
67894512.0,48.0,M,Standard,17.0,55.5,2.0,45.0,Service works well for me.,0.0
24385764.0,29.0,F,Premium,19.0,170.0,1.0,92.0,"Great options, very satisfied!",0.0
85947361.0,55.0,M,Basic,12.0,22.0,8.0,10.0,Not impressed with the content.,1.0
46273819.0,19.0,F,Standard,1.0,25.0,10.0,25.0,"Too many issues, might cancel soon.",1.0
32198723.0,32.0,M,Premium,30.0,199.99,1.0,80.0,"Exceptional quality, highly recommend!",0.0
65982314.0,44.0,F,Basic,5.0,20.0,5.0,12.0,"Just okay, not my favorite one.",1.0
87456239.0,27.0,M,Standard,11.0,68.0,0.0,60.0,Satisfied with my experience.,0.0
91234785.0,35.0,F,Premium,24.0,180.0,2.0,90.5,Love the premium features!,0.0
43829456.0,53.0,M,Basic,2.0,15.0,15.0,14.0,"Often dissatisfied, considering leaving.",1.0
56204813.0,40.0,F,Standard,18.0,45.99,3.0,50.0,Good enough for my needs.,0.0
23578964.0,22.0,M,Premium,3.0,195.0,1.0,95.0,Best investment I've made!,0.0
67812394.0,45.0,F,Basic,8.0,25.0,6.0,20.0,I'm not enjoying this anymore.,1.0
98365412.0,29.0,M,Standard,17.0,62.5,4.0,40.0,Happy with the service overall.,0.0
75392164.0,34.0,F,Premium,26.0,199.99,1.0,110.0,Absolutely love it!,0.0
86423517.0,25.0,M,Basic,1.0,12.0,12.0,15.0,"Not worth it, I’m out.",1.0
9283746.0,47.0,F,Standard,15.0,85.0,7.0,42.5,It could use a few upgrades.,1.0
14253648.0,36.0,M,Premium,21.0,175.0,0.0,88.0,Can't live without it!,0.0
27938465.0,50.0,F,Basic,12.0,30.0,3.0,28.0,Content is lacking variety.,1.0
84723891.0,39.0,M,Standard,24.0,78.0,2.0,55.0,Service works for my family.,0.0
25371629.0,34.0,M,Premium,24.0,145.5,2.0,30.5,"Love this service, very reliable.",0.0
39056412.0,28.0,F,Standard,2.0,65.0,1.0,50.0,"It's okay, could be better.",1.0
80425139.0,22.0,M,Standard,1.0,30.0,4.0,20.0,Not what I expected.,1.0
42789351.0,41.0,F,Premium,36.0,175.0,0.0,70.0,Fantastic experience overall!,0.0
65214978.0,55.0,M,Basic,8.0,50.0,3.0,40.0,Good value for the money.,0.0
89362004.0,19.0,F,Basic,5.0,20.0,8.0,15.0,Not really satisfied with it.,1.0
11412467.0,47.0,M,Standard,12.0,90.0,2.0,45.3,Decent but needs improvement.,0.0
19723846.0,30.0,F,Premium,3.0,199.99,5.0,35.0,Bad customer support.,1.0
78190215.0,60.0,M,Basic,48.0,15.0,0.0,110.0,Good service for basic users.,0.0
55086934.0,26.0,F,Basic,4.0,25.99,10.0,12.0,Too basic for my needs.,1.0
43017420.0,35.0,M,Standard,15.0,85.0,0.0,50.0,Enjoyable service with decent content.,0.0
10984756.0,24.0,F,Premium,1.0,180.0,6.0,29.0,"Great content, poor navigation.",1.0
64077310.0,50.0,M,Premium,18.0,160.0,1.0,100.0,"Excellent service, highly recommend.",0.0
29170403.0,23.0,F,Basic,2.0,17.99,3.0,18.0,Not enough features for me.,1.0
83912056.0,44.0,M,Standard,30.0,75.0,7.0,65.0,Support could be improved.,1.0
24639815.0,39.0,F,Premium,16.0,155.5,1.0,55.0,Lifesaver for my daily needs!,0.0
57283829.0,27.0,M,Basic,20.0,40.0,2.0,20.0,"Just okay, not great.",1.0
47106935.0,33.0,F,Standard,4.0,65.5,12.0,24.0,Always crashes on my device!,1.0
38402751.0,52.0,M,Premium,10.0,199.0,0.0,110.0,Best subscription I've had!,0.0
